PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret
10501,1/14/2005,247,6.89%,0.9157,0.0093,6.07%,6.61%,15.54%,6.85%
10501,1/21/2005,248,-3.49%,0.9178,0.0092,6.06%,6.60%,15.59%,-2.30%
10501,1/28/2005,249,-7.99%,0.9165,0.0088,6.08%,6.61%,15.43%,-8.26%
10507,1/7/2005,246,-8.78%,0.8464,0.008,6.83%,7.25%,11.07%,-6.61%
10507,1/14/2005,247,2.39%,0.8464,0.0081,6.82%,7.23%,11.07%,2.35%
10507,1/21/2005,248,-1.85%,0.8474,0.008,6.81%,7.22%,11.10%,-0.75%
10507,1/28/2005,249,1.55%,0.8475,0.008,6.79%,7.21%,11.10%,1.30%
10514,1/7/2005,246,-4.45%,0.8076,0.0034,7.71%,8.04%,8.18%,-2.37%
10514,1/14/2005,247,0.38%,0.8076,0.0034,7.69%,8.03%,8.18%,0.34%
10514,1/21/2005,248,0.42%,0.8068,0.0035,7.68%,8.01%,8.18%,1.46%
10514,1/28/2005,249,2.25%,0.8071,0.0035,7.66%,8.00%,8.18%,2.01%
10516,1/7/2005,246,-2.11%,0.2315,0.0037,3.72%,3.78%,3.04%,-1.54%
10516,1/14/2005,247,0.32%,0.2315,0.0036,3.72%,3.77%,3.04%,0.28%
10516,1/21/2005,248,3.42%,0.2294,0.0038,3.72%,3.77%,2.98%,3.70%
10516,1/28/2005,249,1.77%,0.2296,0.0038,3.71%,3.77%,2.98%,1.67%
10517,1/7/2005,246,-11.03%,0.2757,0.0041,4.20%,4.27%,3.39%,-10.38%
10517,1/14/2005,247,2.83%,0.2757,0.0042,4.19%,4.26%,3.38%,2.79%
10517,1/21/2005,248,-2.17%,0.2772,0.0041,4.18%,4.26%,3.42%,-1.84%
10517,1/28/2005,249,-8.64%,0.2758,0.0038,4.22%,4.29%,3.32%,-8.75%
10530,1/7/2005,246,1.54%,0.791,0.0053,6.91%,7.27%,9.61%,3.60%
10530,1/14/2005,247,-1.12%,0.7909,0.0052,6.90%,7.25%,9.61%,-1.16%
10530,1/21/2005,248,-9.93%,0.797,0.0049,6.91%,7.27%,9.69%,-8.91%
10530,1/28/2005,249,-4.73%,0.7962,0.0046,6.90%,7.26%,9.65%,-4.96%
10547,1/7/2005,246,6.76%,1.8947,-0.0027,12.39%,13.52%,15.95%,11.77%
10547,1/14/2005,247,-19.00%,1.8943,-0.0034,12.43%,13.54%,15.82%,-19.05%
10547,1/21/2005,248,-3.35%,1.8946,-0.0035,12.40%,13.52%,15.84%,-0.86%
10547,1/28/2005,249,-5.20%,1.8938,-0.0037,12.38%,13.49%,15.82%,-5.71%
10550,1/7/2005,246,-1.81%,0.2743,0.0092,13.51%,13.54%,0.33%,-1.13%
10550,1/14/2005,247,-1.84%,0.2742,0.009,13.49%,13.51%,0.33%,-1.88%
10550,1/21/2005,248,11.24%,0.2673,0.0095,13.48%,13.50%,0.32%,11.57%
10550,1/28/2005,249,5.05%,0.2679,0.0096,13.45%,13.47%,0.32%,4.94%
10560,1/7/2005,246,-4.34%,0.8347,0.0003,4.38%,4.98%,22.79%,-2.18%
10560,1/14/2005,247,-6.65%,0.8346,0,4.39%,4.99%,22.61%,-6.69%
10560,1/21/2005,248,-4.69%,0.8369,-0.0002,4.39%,4.99%,22.68%,-3.61%
10560,1/28/2005,249,-4.92%,0.8362,-0.0004,4.39%,4.99%,22.55%,-5.17%
10562,1/7/2005,246,-1.64%,0.9819,0.0057,4.09%,4.95%,31.90%,0.91%
10562,1/14/2005,247,-0.99%,0.9818,0.0056,4.08%,4.94%,31.89%,-1.03%
10562,1/21/2005,248,3.28%,0.9792,0.0058,4.08%,4.94%,31.71%,4.56%
10562,1/28/2005,249,-0.31%,0.9791,0.0058,4.07%,4.93%,31.69%,-0.59%
10563,1/7/2005,246,-7.08%,0.0885,0.0051,3.89%,3.90%,0.42%,-6.91%
10563,1/14/2005,247,-0.74%,0.0885,0.005,3.88%,3.89%,0.42%,-0.78%
10563,1/21/2005,248,-5.99%,0.0926,0.0048,3.90%,3.91%,0.45%,-5.90%
10563,1/28/2005,249,8.41%,0.0938,0.0051,3.92%,3.93%,0.46%,8.35%
10568,1/7/2005,246,-1.37%,-0.0633,0.0029,5.17%,5.17%,0.12%,-1.59%
10568,1/14/2005,247,-2.98%,-0.0634,0.0027,5.17%,5.17%,0.12%,-3.02%
10568,1/21/2005,248,-1.95%,-0.0618,0.0027,5.16%,5.16%,0.12%,-2.06%
10568,1/28/2005,249,-7.00%,-0.0629,0.0024,5.17%,5.17%,0.12%,-7.03%
10574,1/7/2005,246,-4.09%,0.6374,0.0022,7.16%,7.39%,6.04%,-2.46%
10574,1/14/2005,247,-1.16%,0.6374,0.0021,7.15%,7.37%,6.04%,-1.20%
10574,1/21/2005,248,-1.28%,0.6378,0.0021,7.13%,7.36%,6.05%,-0.46%
10574,1/28/2005,249,-0.10%,0.6377,0.0021,7.12%,7.35%,6.05%,-0.30%
10586,1/7/2005,246,-0.04%,0.3166,-0.0002,4.41%,4.50%,4.01%,0.76%
10586,1/14/2005,247,1.95%,0.3166,-0.0001,4.41%,4.50%,4.01%,1.91%
10586,1/21/2005,248,-1.56%,0.3174,-0.0001,4.40%,4.49%,4.03%,-1.17%
10586,1/28/2005,249,-0.48%,0.3173,-0.0002,4.39%,4.48%,4.03%,-0.59%
10597,1/7/2005,245,-0.46%,1.0157,0.0056,11.15%,11.52%,6.33%,2.19%
10597,1/14/2005,246,0.69%,1.0157,0.0056,11.13%,11.50%,6.33%,0.65%
10597,1/21/2005,247,-5.03%,1.0184,0.0055,11.11%,11.48%,6.36%,-3.71%
10597,1/28/2005,248,-6.75%,1.0173,0.0052,11.10%,11.46%,6.34%,-7.04%
10606,1/7/2005,246,-6.54%,0.6872,0.0049,5.19%,5.55%,12.45%,-4.79%
10606,1/14/2005,247,-0.73%,0.6871,0.0049,5.18%,5.54%,12.45%,-0.77%
10606,1/21/2005,248,-0.03%,0.6869,0.0049,5.17%,5.53%,12.45%,0.85%
10606,1/28/2005,249,2.78%,0.6872,0.005,5.16%,5.52%,12.46%,2.57%
10623,1/7/2005,246,-2.38%,0.7552,0.0073,4.45%,4.94%,18.97%,-0.43%
10623,1/14/2005,247,-1.22%,0.7552,0.0072,4.44%,4.93%,18.96%,-1.26%
10623,1/21/2005,248,0.57%,0.7547,0.0072,4.43%,4.92%,18.94%,1.54%
10623,1/28/2005,249,-3.13%,0.7541,0.0071,4.43%,4.92%,18.87%,-3.36%
10629,1/7/2005,246,-2.16%,0.4856,0.0041,3.08%,3.37%,16.83%,-0.92%
10629,1/14/2005,247,-4.12%,0.4855,0.0039,3.08%,3.38%,16.70%,-4.16%
10629,1/21/2005,248,0.73%,0.4849,0.0039,3.08%,3.37%,16.67%,1.35%
10629,1/28/2005,249,-0.62%,0.4847,0.0039,3.07%,3.37%,16.65%,-0.78%
10638,1/7/2005,246,-9.96%,0.6045,0.0047,4.02%,4.37%,15.50%,-8.44%
10638,1/14/2005,247,0.08%,0.6045,0.0046,4.01%,4.37%,15.50%,0.04%
10638,1/21/2005,248,1.21%,0.6035,0.0047,4.01%,4.36%,15.46%,1.98%
10638,1/28/2005,249,1.65%,0.6037,0.0047,4.00%,4.35%,15.47%,1.46%
10644,1/7/2005,246,-2.96%,1.1226,-0.0018,6.65%,7.38%,18.78%,-0.03%
10644,1/14/2005,247,0.25%,1.1226,-0.0018,6.64%,7.37%,18.78%,0.21%
10644,1/21/2005,248,-0.51%,1.1219,-0.0018,6.63%,7.35%,18.77%,0.96%
10644,1/28/2005,249,0.51%,1.1219,-0.0018,6.61%,7.34%,18.77%,0.19%
10645,1/7/2005,246,-3.20%,0.5689,0.0103,8.60%,8.75%,3.43%,-1.75%
10645,1/14/2005,247,-1.78%,0.5688,0.0102,8.59%,8.74%,3.43%,-1.82%
10645,1/21/2005,248,0.88%,0.5685,0.0102,8.57%,8.72%,3.43%,1.61%
10645,1/28/2005,249,1.95%,0.5686,0.0102,8.55%,8.70%,3.43%,1.77%
10649,1/7/2005,246,-1.34%,0.7719,0.0042,5.91%,6.30%,12.17%,0.66%
10649,1/14/2005,247,-7.19%,0.7717,0.0039,5.92%,6.31%,12.10%,-7.23%
10649,1/21/2005,248,3.05%,0.7693,0.0041,5.91%,6.30%,12.02%,4.05%
10649,1/28/2005,249,4.27%,0.7699,0.0042,5.90%,6.29%,12.02%,4.04%
10650,1/7/2005,246,-2.14%,0.1474,0.0035,4.20%,4.22%,0.99%,-1.79%
10650,1/14/2005,247,2.11%,0.1474,0.0036,4.19%,4.21%,0.99%,2.07%
10650,1/21/2005,248,-0.14%,0.1476,0.0036,4.18%,4.20%,1.00%,0.03%
10650,1/28/2005,249,-1.80%,0.1473,0.0035,4.17%,4.20%,0.99%,-1.87%
10656,1/7/2005,246,-5.26%,0.5748,0.0073,5.82%,6.05%,7.33%,-3.80%
10656,1/14/2005,247,-1.42%,0.5748,0.0072,5.81%,6.04%,7.33%,-1.46%
10656,1/21/2005,248,-4.14%,0.5774,0.007,5.81%,6.03%,7.38%,-3.41%
10656,1/28/2005,249,-16.31%,0.5749,0.0063,5.90%,6.12%,7.09%,-16.50%
10657,1/7/2005,246,-1.82%,0.5921,0.0034,3.87%,4.22%,15.97%,-0.30%
10657,1/14/2005,247,-1.91%,0.592,0.0033,3.87%,4.22%,15.95%,-1.95%
10657,1/21/2005,248,6.97%,0.5872,0.0036,3.89%,4.23%,15.55%,7.73%
10657,1/28/2005,249,-0.11%,0.5871,0.0036,3.88%,4.22%,15.54%,-0.29%
10659,1/7/2005,246,-17.70%,0.8718,0.013,11.14%,11.42%,4.74%,-15.50%
10659,1/14/2005,247,-3.42%,0.8717,0.0128,11.12%,11.40%,4.73%,-3.46%
10659,1/21/2005,248,0.80%,0.8713,0.0128,11.10%,11.37%,4.73%,1.93%
10659,1/28/2005,249,-0.79%,0.871,0.0127,11.08%,11.35%,4.73%,-1.04%
10661,1/7/2005,246,-0.69%,0.9755,0.0058,13.32%,13.61%,4.17%,1.85%
10661,1/14/2005,247,-2.10%,0.9755,0.0057,13.30%,13.58%,4.17%,-2.14%
10661,1/21/2005,248,-1.43%,0.9759,0.0057,13.27%,13.55%,4.18%,-0.16%
10661,1/28/2005,249,-4.35%,0.9752,0.0055,13.25%,13.53%,4.17%,-4.63%
10667,1/7/2005,246,-6.76%,1.6509,0.0026,11.67%,12.58%,13.98%,-2.45%
10667,1/14/2005,247,-0.85%,1.6508,0.0025,11.65%,12.56%,13.98%,-0.89%
10667,1/21/2005,248,-15.19%,1.6594,0.002,11.65%,12.57%,14.05%,-13.01%
10667,1/28/2005,249,-8.45%,1.6581,0.0016,11.64%,12.56%,14.00%,-8.89%
10682,1/7/2005,246,-0.58%,-0.0205,0.0045,3.22%,3.22%,0.03%,-0.68%
10682,1/14/2005,247,-1.10%,-0.0206,0.0044,3.22%,3.22%,0.03%,-1.14%
10682,1/21/2005,248,1.68%,-0.0213,0.0045,3.21%,3.21%,0.04%,1.62%
10682,1/28/2005,249,-1.03%,-0.0215,0.0044,3.21%,3.21%,0.04%,-1.07%
10691,1/7/2005,246,-11.89%,1.5265,-0.0006,8.97%,9.97%,19.03%,-7.93%
10691,1/14/2005,247,-2.44%,1.5265,-0.0007,8.96%,9.95%,19.02%,-2.48%
10691,1/21/2005,248,-2.50%,1.5267,-0.0008,8.94%,9.93%,19.04%,-0.49%
10691,1/28/2005,249,3.00%,1.5271,-0.0007,8.92%,9.92%,19.05%,2.58%
10693,1/7/2005,156,,,,,,,
10693,1/14/2005,156,,,,,,,
10693,1/21/2005,156,,,,,,,
10693,1/28/2005,156,,,,,,,
10696,1/7/2005,246,-0.22%,1.0027,0.0047,4.94%,5.71%,25.04%,2.39%
10696,1/14/2005,247,-2.74%,1.0026,0.0046,4.94%,5.70%,25.01%,-2.78%
10696,1/21/2005,248,-0.79%,1.0026,0.0046,4.93%,5.69%,25.02%,0.51%
10696,1/28/2005,249,-0.57%,1.0024,0.0045,4.92%,5.68%,25.01%,-0.86%
10709,1/7/2005,246,-3.69%,0.8564,0.0033,9.09%,9.41%,6.72%,-1.47%
10709,1/14/2005,247,4.69%,0.8565,0.0035,9.08%,9.40%,6.72%,4.65%
10709,1/21/2005,248,-0.35%,0.8562,0.0035,9.06%,9.38%,6.72%,0.76%
10709,1/28/2005,249,1.78%,0.8564,0.0036,9.04%,9.36%,6.72%,1.52%
10769,1/7/2005,246,0.12%,0.2795,0.0026,3.13%,3.23%,6.08%,0.82%
10769,1/14/2005,247,1.26%,0.2795,0.0026,3.12%,3.22%,6.08%,1.22%
10769,1/21/2005,248,0.36%,0.2792,0.0027,3.12%,3.22%,6.07%,0.70%
10769,1/28/2005,249,-2.34%,0.2789,0.0026,3.12%,3.22%,6.04%,-2.45%
10772,1/7/2005,133,,,,,,,
10772,1/14/2005,133,,,,,,,
10772,1/21/2005,133,,,,,,,
10772,1/28/2005,133,,,,,,,
10777,1/7/2005,246,-7.95%,0.5134,0.0037,3.21%,3.52%,17.23%,-6.66%
10777,1/14/2005,247,-0.39%,0.5134,0.0036,3.20%,3.52%,17.23%,-0.43%
10777,1/21/2005,248,-1.57%,0.5142,0.0036,3.19%,3.51%,17.28%,-0.91%
10777,1/28/2005,249,4.95%,0.5148,0.0037,3.20%,3.52%,17.21%,4.78%
10779,1/7/2005,162,,,,,,,
10779,1/14/2005,162,,,,,,,
10779,1/21/2005,162,,,,,,,
10779,1/28/2005,162,,,,,,,
10781,1/7/2005,246,0.34%,0.1288,0.0013,3.17%,3.19%,1.32%,0.64%
10781,1/14/2005,247,1.60%,0.1288,0.0014,3.17%,3.19%,1.32%,1.56%
10781,1/21/2005,248,-1.82%,0.13,0.0013,3.16%,3.18%,1.35%,-1.68%
10781,1/28/2005,249,6.41%,0.1309,0.0016,3.18%,3.20%,1.34%,6.34%
10785,1/7/2005,246,-8.46%,2.0935,0.004,11.02%,12.53%,22.65%,-2.99%
10785,1/14/2005,247,-5.86%,2.0934,0.0037,11.01%,12.52%,22.62%,-5.90%
10785,1/21/2005,248,0.33%,2.0916,0.0038,10.99%,12.49%,22.61%,3.09%
10785,1/28/2005,249,0.33%,2.0915,0.0038,10.97%,12.46%,22.60%,-0.23%
10791,1/7/2005,246,-11.56%,2.2379,0.0092,16.52%,17.71%,12.96%,-5.72%
10791,1/14/2005,247,-6.54%,2.2377,0.0089,16.50%,17.68%,12.95%,-6.58%
10791,1/21/2005,248,-0.70%,2.2368,0.0089,16.46%,17.65%,12.95%,2.26%
10791,1/28/2005,249,-5.63%,2.2358,0.0086,16.44%,17.62%,12.93%,-6.22%
10812,1/7/2005,246,-8.06%,0.6535,0.0073,4.76%,5.11%,13.28%,-6.39%
10812,1/14/2005,247,-0.39%,0.6535,0.0073,4.75%,5.10%,13.28%,-0.43%
10812,1/21/2005,248,1.17%,0.6527,0.0073,4.74%,5.09%,13.25%,2.01%
10812,1/28/2005,249,0.29%,0.6526,0.0073,4.73%,5.08%,13.25%,0.09%
10825,1/7/2005,246,-4.67%,0.6912,0.0046,4.90%,5.28%,13.93%,-2.90%
10825,1/14/2005,247,-1.00%,0.6912,0.0045,4.89%,5.27%,13.92%,-1.04%
10825,1/21/2005,248,-1.51%,0.6919,0.0045,4.88%,5.26%,13.95%,-0.62%
10825,1/28/2005,249,-0.63%,0.6917,0.0044,4.87%,5.25%,13.94%,-0.84%
10838,1/7/2005,246,-4.29%,0.5227,0.0058,15.69%,15.76%,0.89%,-2.96%
10838,1/14/2005,247,-8.96%,0.5225,0.0054,15.67%,15.74%,0.89%,-9.00%
10838,1/21/2005,248,20.49%,0.5091,0.0062,15.69%,15.76%,0.84%,21.16%
10838,1/28/2005,249,2.04%,0.5093,0.0063,15.66%,15.73%,0.84%,1.88%
10843,1/7/2005,246,-1.99%,0.9237,0.0035,6.15%,6.69%,15.48%,0.41%
10843,1/14/2005,247,2.95%,0.9237,0.0036,6.14%,6.68%,15.47%,2.90%
10843,1/21/2005,248,-1.74%,0.9243,0.0036,6.13%,6.67%,15.50%,-0.53%
10843,1/28/2005,249,1.81%,0.9245,0.0036,6.12%,6.65%,15.50%,1.55%
10853,1/7/2005,246,-16.20%,0.5565,0.0048,7.04%,7.22%,4.83%,-14.82%
10853,1/14/2005,247,1.72%,0.5565,0.0048,7.03%,7.20%,4.83%,1.68%
10853,1/21/2005,248,-1.22%,0.5572,0.0048,7.01%,7.19%,4.84%,-0.51%
10853,1/28/2005,249,3.71%,0.5576,0.0049,7.00%,7.18%,4.85%,3.54%
10860,1/7/2005,246,-12.95%,1.6232,0.0036,10.05%,11.06%,17.49%,-8.73%
10860,1/14/2005,247,3.23%,1.6232,0.0037,10.03%,11.04%,17.48%,3.19%
10860,1/21/2005,248,-8.10%,1.6273,0.0035,10.02%,11.03%,17.55%,-5.96%
10860,1/28/2005,249,3.06%,1.6277,0.0036,10.00%,11.01%,17.55%,2.62%
10866,1/7/2005,246,-3.32%,0.5228,0.0058,5.83%,6.02%,6.13%,-1.99%
10866,1/14/2005,247,2.88%,0.5228,0.0059,5.82%,6.01%,6.13%,2.84%
10866,1/21/2005,248,-2.56%,0.5244,0.0058,5.81%,6.00%,6.17%,-1.90%
10866,1/28/2005,249,0.69%,0.5244,0.0058,5.80%,5.98%,6.17%,0.52%
10874,1/7/2005,246,-4.85%,0.9186,0.0052,4.01%,4.79%,29.91%,-2.47%
10874,1/14/2005,247,0.74%,0.9186,0.0053,4.00%,4.78%,29.91%,0.70%
10874,1/21/2005,248,0.95%,0.9176,0.0053,3.99%,4.77%,29.86%,2.14%
10874,1/28/2005,249,-5.95%,0.9166,0.005,4.01%,4.78%,29.58%,-6.22%
10881,1/7/2005,246,-29.85%,1.1696,0.011,26.18%,26.39%,1.59%,-26.90%
10881,1/14/2005,247,34.47%,1.1703,0.0123,26.21%,26.42%,1.59%,34.43%
10881,1/21/2005,248,-18.99%,1.1824,0.0116,26.19%,26.40%,1.62%,-17.46%
10881,1/28/2005,249,-0.39%,1.1821,0.0115,26.13%,26.35%,1.62%,-0.72%
10886,1/7/2005,246,2.38%,0.7279,0.0088,10.04%,10.25%,4.09%,4.27%
10886,1/14/2005,247,0.35%,0.7278,0.0088,10.02%,10.23%,4.09%,0.31%
10886,1/21/2005,248,3.35%,0.7256,0.0089,10.00%,10.21%,4.07%,4.29%
10886,1/28/2005,249,0.34%,0.7255,0.0089,9.98%,10.19%,4.07%,0.12%
10890,1/7/2005,246,-7.47%,1.267,-0.002,6.73%,7.63%,22.36%,-4.17%
10890,1/14/2005,247,-10.30%,1.2667,-0.0024,6.74%,7.65%,22.19%,-10.34%
10890,1/21/2005,248,-3.91%,1.268,-0.0025,6.73%,7.63%,22.24%,-2.25%
10890,1/28/2005,249,-4.31%,1.2674,-0.0027,6.72%,7.62%,22.19%,-4.66%
10892,1/7/2005,246,-3.00%,0.4,0.0073,3.75%,3.92%,8.46%,-1.99%
10892,1/14/2005,247,-0.50%,0.4,0.0072,3.74%,3.91%,8.45%,-0.54%
10892,1/21/2005,248,-0.71%,0.4006,0.0072,3.74%,3.91%,8.48%,-0.21%
10892,1/28/2005,249,-1.41%,0.4003,0.0071,3.73%,3.90%,8.46%,-1.55%
10901,1/7/2005,246,10.54%,0.1846,0.0058,4.71%,4.74%,1.23%,11.03%
10901,1/14/2005,247,-4.43%,0.1845,0.0056,4.71%,4.74%,1.22%,-4.47%
10901,1/21/2005,248,-5.55%,0.1883,0.0053,4.72%,4.75%,1.27%,-5.34%
10901,1/28/2005,249,-1.46%,0.188,0.0052,4.71%,4.74%,1.26%,-1.55%
10906,1/7/2005,246,-1.45%,0.6272,0.0056,4.10%,4.47%,15.96%,0.17%
10906,1/14/2005,247,-0.08%,0.6272,0.0056,4.09%,4.47%,15.95%,-0.12%
10906,1/21/2005,248,0.72%,0.6265,0.0056,4.09%,4.46%,15.94%,1.53%
10906,1/28/2005,249,-1.24%,0.6262,0.0056,4.08%,4.45%,15.91%,-1.43%
10909,1/7/2005,246,-7.47%,1.1694,0.0055,7.42%,8.13%,16.80%,-4.44%
10909,1/14/2005,247,-0.89%,1.1694,0.0054,7.40%,8.11%,16.79%,-0.94%
10909,1/21/2005,248,-0.66%,1.1692,0.0054,7.39%,8.10%,16.80%,0.87%
10909,1/28/2005,249,1.38%,1.1693,0.0055,7.37%,8.08%,16.80%,1.06%
10913,1/7/2005,246,-8.28%,0.4064,0.0021,3.96%,4.13%,7.87%,-7.27%
10913,1/14/2005,247,-1.61%,0.4064,0.002,3.96%,4.12%,7.86%,-1.65%
10913,1/21/2005,248,-2.21%,0.4076,0.0019,3.95%,4.12%,7.91%,-1.70%
10913,1/28/2005,249,2.50%,0.4079,0.002,3.94%,4.11%,7.91%,2.36%
10916,1/7/2005,246,-5.01%,0.4766,0.0037,3.47%,3.73%,13.29%,-3.80%
10916,1/14/2005,247,-1.31%,0.4766,0.0037,3.46%,3.72%,13.28%,-1.35%
10916,1/21/2005,248,0.76%,0.476,0.0037,3.46%,3.71%,13.25%,1.36%
10916,1/28/2005,249,1.24%,0.4761,0.0037,3.45%,3.70%,13.26%,1.08%
10924,1/7/2005,246,-3.76%,0.5151,0.0072,11.13%,11.23%,1.71%,-2.46%
10924,1/14/2005,247,-4.22%,0.515,0.007,11.11%,11.21%,1.71%,-4.26%
10924,1/21/2005,248,3.81%,0.5126,0.0071,11.09%,11.19%,1.69%,4.46%
10924,1/28/2005,249,-0.77%,0.5123,0.007,11.07%,11.17%,1.69%,-0.93%
10926,1/7/2005,246,2.71%,0.2026,0.0043,4.01%,4.05%,2.04%,3.21%
10926,1/14/2005,247,0.00%,0.2026,0.0043,4.00%,4.04%,2.04%,-0.04%
10926,1/21/2005,248,-3.47%,0.205,0.0041,4.00%,4.04%,2.08%,-3.24%
10926,1/28/2005,249,0.67%,0.205,0.0041,3.99%,4.03%,2.08%,0.58%
10932,1/7/2005,246,-4.72%,0.689,0.0043,3.53%,4.04%,23.64%,-2.95%
10932,1/14/2005,247,-0.41%,0.689,0.0043,3.52%,4.03%,23.63%,-0.46%
10932,1/21/2005,248,0.56%,0.6883,0.0043,3.52%,4.02%,23.61%,1.45%
10932,1/28/2005,249,-7.39%,0.6871,0.004,3.55%,4.04%,23.17%,-7.60%
10933,1/7/2005,246,-3.43%,0.4468,0.004,2.92%,3.19%,15.96%,-2.30%
10933,1/14/2005,247,0.96%,0.4468,0.004,2.92%,3.18%,15.96%,0.92%
10933,1/21/2005,248,2.14%,0.4453,0.0041,2.91%,3.18%,15.84%,2.71%
10933,1/28/2005,249,-3.45%,0.4447,0.004,2.92%,3.18%,15.71%,-3.60%
10935,1/7/2005,246,-1.88%,0.6942,0.0027,6.30%,6.60%,8.97%,-0.09%
10935,1/14/2005,247,-2.35%,0.6941,0.0026,6.29%,6.59%,8.97%,-2.39%
10935,1/21/2005,248,2.64%,0.692,0.0027,6.28%,6.58%,8.92%,3.53%
10935,1/28/2005,249,4.10%,0.6925,0.0028,6.27%,6.57%,8.92%,3.89%
10937,1/7/2005,133,-10.46%,0.4841,0.0068,6.45%,6.54%,2.76%,-9.33%
10937,1/14/2005,134,-3.97%,0.4849,0.0064,6.44%,6.53%,2.76%,-4.01%
10937,1/21/2005,135,0.40%,0.4841,0.0064,6.42%,6.51%,2.76%,1.02%
10937,1/28/2005,136,-2.40%,0.4834,0.0062,6.40%,6.49%,2.75%,-2.56%
10942,1/7/2005,246,-5.77%,1.6454,-0.0008,8.23%,9.47%,24.49%,-1.47%
10942,1/14/2005,247,-1.39%,1.6453,-0.0009,8.22%,9.46%,24.48%,-1.43%
10942,1/21/2005,248,-0.88%,1.6444,-0.0008,8.20%,9.44%,24.48%,1.28%
10942,1/28/2005,249,-3.55%,1.6439,-0.001,8.19%,9.42%,24.45%,-4.00%
10952,1/7/2005,246,-4.13%,0.4964,0.0051,11.19%,11.27%,1.57%,-2.87%
10952,1/14/2005,247,1.17%,0.4964,0.0051,11.16%,11.25%,1.57%,1.13%
10952,1/21/2005,248,1.30%,0.4955,0.0052,11.14%,11.23%,1.57%,1.93%
10952,1/28/2005,249,-1.07%,0.4952,0.0051,11.12%,11.21%,1.57%,-1.23%
10966,1/7/2005,140,,,,,,,
10966,1/14/2005,140,,,,,,,
10966,1/21/2005,140,,,,,,,
10966,1/28/2005,140,,,,,,,
10974,1/7/2005,245,1.88%,0.0353,0.0031,3.37%,3.37%,0.09%,1.94%
10974,1/14/2005,246,0.06%,0.0352,0.0031,3.36%,3.36%,0.09%,0.02%
10974,1/21/2005,247,-2.22%,0.0369,0.003,3.36%,3.36%,0.10%,-2.21%
10974,1/28/2005,248,-2.73%,0.0364,0.0029,3.35%,3.36%,0.09%,-2.78%
10984,1/7/2005,246,-6.30%,0.709,0.0149,13.29%,13.44%,2.26%,-4.49%
10984,1/14/2005,247,2.00%,0.709,0.0149,13.26%,13.41%,2.26%,1.96%
10984,1/21/2005,248,-1.57%,0.7104,0.0148,13.23%,13.39%,2.27%,-0.65%
10984,1/28/2005,249,6.43%,0.7111,0.015,13.21%,13.36%,2.27%,6.21%
10994,1/7/2005,246,-15.53%,0.8912,0.0037,15.76%,15.97%,2.53%,-13.27%
10994,1/14/2005,247,1.15%,0.8912,0.0037,15.73%,15.93%,2.53%,1.11%
10994,1/21/2005,248,6.82%,0.8863,0.004,15.71%,15.91%,2.50%,7.98%
10994,1/28/2005,249,15.96%,0.8886,0.0046,15.71%,15.91%,2.51%,15.70%
11006,1/7/2005,246,-7.06%,0.288,0.004,3.39%,3.49%,5.53%,-6.36%
11006,1/14/2005,247,-2.62%,0.2879,0.0038,3.39%,3.49%,5.51%,-2.66%
11006,1/21/2005,248,0.46%,0.2876,0.0039,3.38%,3.48%,5.51%,0.81%
11006,1/28/2005,249,4.99%,0.2883,0.004,3.39%,3.48%,5.49%,4.88%
11018,1/7/2005,246,-6.31%,0.5992,0.0076,4.01%,4.36%,15.37%,-4.79%
11018,1/14/2005,247,-1.68%,0.5992,0.0075,4.00%,4.35%,15.35%,-1.72%
11018,1/21/2005,248,0.44%,0.5989,0.0075,3.99%,4.34%,15.34%,1.21%
11018,1/28/2005,249,-8.80%,0.5974,0.0071,4.03%,4.37%,14.98%,-8.99%
11038,1/7/2005,246,-11.91%,0.9854,0.0026,8.09%,8.56%,10.76%,-9.39%
11038,1/14/2005,247,-17.23%,0.9851,0.0019,8.15%,8.61%,10.58%,-17.27%
11038,1/21/2005,248,3.35%,0.9822,0.0021,8.13%,8.60%,10.52%,4.64%
11038,1/28/2005,249,3.38%,0.9826,0.0022,8.12%,8.58%,10.52%,3.10%
11043,1/7/2005,245,-0.23%,0.4966,-0.0006,4.77%,4.97%,8.12%,1.04%
11043,1/14/2005,246,-1.16%,0.4966,-0.0006,4.76%,4.96%,8.12%,-1.20%
11043,1/21/2005,247,0.94%,0.4955,-0.0006,4.75%,4.95%,8.09%,1.57%
11043,1/28/2005,248,-1.09%,0.4954,-0.0006,4.74%,4.94%,8.08%,-1.25%
11056,1/7/2005,246,-4.79%,0.5238,0.0075,4.58%,4.82%,9.58%,-3.46%
11056,1/14/2005,247,-1.55%,0.5237,0.0074,4.58%,4.81%,9.57%,-1.59%
11056,1/21/2005,248,0.00%,0.5238,0.0074,4.57%,4.80%,9.58%,0.67%
11056,1/28/2005,249,-1.82%,0.5234,0.0073,4.56%,4.80%,9.56%,-1.99%
11077,1/7/2005,246,-7.93%,2.4018,0.0028,7.55%,10.19%,45.13%,-1.64%
11077,1/14/2005,247,7.89%,2.402,0.0031,7.55%,10.18%,45.03%,7.84%
11077,1/21/2005,248,-0.68%,2.4006,0.0032,7.53%,10.16%,45.02%,2.50%
11077,1/28/2005,249,3.34%,2.4009,0.0033,7.52%,10.14%,45.01%,2.71%
